// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.0.2
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_X	Vel_Y	Vel_Z
45190		-1.676759	0.136268	9.549049	-0.076426	0.070215	1.061443	6.749034	7.681558	90.656784			0.000000			
45191		-1.727411	0.335327	9.566923	-0.035418	0.192317	1.003386	6.809363	7.721253	91.252625			0.000000			
45192		-1.884958	0.474292	9.490813	0.012788	0.287112	0.967713	6.894427	7.816195	91.834322			0.000000			
45193		-2.008079	0.625620	9.484205	0.051485	0.311026	0.940582	7.002373	7.926095	92.402732			0.000000			
45194		-2.243922	0.628280	9.516234	0.108044	0.256834	0.968282	7.143813	8.001554	92.983238			0.000000			
45195		-2.196107	0.609771	9.492327	0.111954	0.132467	0.985028	7.289416	8.004267	93.564847			0.000000			
45196		-2.061652	0.713258	9.455327	0.206381	0.056297	0.984794	7.486694	7.961402	94.140345			0.000000			
45197		-1.930649	1.007478	9.536305	0.283928	0.006668	0.996667	7.729499	7.887999	94.718850			0.000000			
45198		-1.478703	1.276681	9.506234	0.165364	0.003972	0.930149	7.897061	7.815460	95.258401			0.000000			
45199		-1.264804	1.429848	9.363902	0.065060	0.112977	0.902175	8.007012	7.806486	95.790660			0.000000			
45200		-1.283454	1.527955	9.396925	0.022491	0.245461	0.888377	8.091957	7.872097	96.325525			0.000000			
45201		-1.324544	1.503417	9.474844	-0.088766	0.353744	0.831028	8.112081	8.004024	96.836811			0.000000			
45202		-1.564492	1.436536	9.401490	-0.081116	0.432791	0.834418	8.137862	8.179562	97.356501			0.000000			
45203		-1.882239	1.437440	9.441670	-0.016102	0.437526	0.876705	8.207393	8.354652	97.901454			0.000000			
45204		-2.156892	1.595676	9.593059	0.090190	0.370178	0.918994	8.340742	8.486374	98.465294			0.000000			
45205		-2.241301	1.701667	9.772799	0.145513	0.237347	0.990887	8.512539	8.536129	99.059814			0.000000			
45206		-1.980379	1.702427	9.804207	0.050728	0.114328	1.032275	8.630746	8.510325	99.667293			0.000000			
45207		-1.657809	1.452990	9.663565	0.031469	0.066735	1.069648	8.741438	8.454067	100.292169			0.000000			
45208		-1.299163	1.328744	9.565368	0.102974	0.133861	1.060394	8.891333	8.434287	100.917235			0.000000			
45209		-1.200947	1.328713	9.479054	0.160665	0.242546	1.021194	9.073969	8.478634	101.529934			0.000000			
45210		-1.242648	1.271516	9.365236	0.171382	0.341142	0.987962	9.260666	8.578926	102.132708			0.000000			
45211		-1.400904	1.227532	9.301489	0.187080	0.413435	0.934892	9.455544	8.723872	102.712744			0.000000			
45212		-1.752407	1.630832	9.286981	0.309933	0.449228	0.958529	9.723687	8.883641	103.310304			0.000000			
45213		-1.853060	1.886490	9.569644	0.239998	0.394242	0.951369	9.953251	9.011321	103.899520			0.000000			
45214		-1.883412	1.787120	9.592940	-0.024119	0.299494	0.878386	10.023206	9.090451	104.437736			0.000000			
45215		-1.807251	1.588672	9.508704	-0.088287	0.237524	0.883248	10.057827	9.134501	104.972902			0.000000			
45216		-1.672965	1.460351	9.692088	-0.149948	0.209237	0.882306	10.055529	9.161684	105.504453			0.000000			
45217		-1.665322	1.345415	9.570352	-0.213598	0.194535	0.883256	10.018183	9.181520	106.035352			0.000000			
45218		-1.761854	1.402635	9.594398	-0.103395	0.206409	0.885853	10.043267	9.206991	106.568701			0.000000			
45219		-1.651906	1.465125	9.678520	-0.140073	0.190230	0.865930	10.046746	9.226053	107.089314			0.000000			
45220		-1.684799	1.401641	9.598257	-0.092382	0.206885	0.871186	10.077231	9.252974	107.614410			0.000000			
45221		-1.737853	1.669861	9.824435	0.004137	0.228459	0.858891	10.163785	9.293621	108.134995			0.000000			
45222		-1.930270	1.781412	10.180014	-0.048023	0.223363	0.879428	10.221393	9.327817	108.666661			0.000000			
45223		-2.497364	1.965348	10.673332	0.018545	0.151310	0.994469	10.327877	9.309739	109.256883			0.000000			
45224		-2.914848	2.075799	11.502664	-0.076851	-0.063524	1.053666	10.379450	9.162818	109.858097			0.000000			
45225		-3.438175	2.101108	12.394142	-0.235391	-0.389039	1.150860	10.342184	8.823348	110.480602			0.000000			
45226		-4.097453	2.196941	13.648228	-0.297702	-0.849315	1.323047	10.270256	8.206339	111.152854			0.000000			
45227		-4.297870	2.095936	14.728813	-0.636025	-1.428943	1.367200	9.992120	7.261339	111.792033			0.000000			
45228		-4.652119	1.778423	15.744269	-0.927554	-2.068560	1.421987	9.530189	5.952608	112.404198			0.000000			
45229		-4.636828	1.178760	16.200295	-1.178276	-2.744447	1.461165	8.907100	4.265718	112.987143			0.000000			
45230		-3.849945	0.213517	15.894841	-1.525584	-3.384779	1.379237	8.060477	2.228610	113.489574			0.000000			
45231		-3.372864	-0.571946	15.227984	-1.512720	-3.873971	1.322356	7.202122	-0.071772	113.951920			0.000000			
45232		-3.373837	-1.048120	14.437455	-0.988810	-4.309951	1.312271	6.623900	-2.615986	114.407422			0.000000			
45233		-2.839607	-0.699205	13.869061	-0.566183	-4.776102	1.206474	6.271601	-5.411778	114.793980			0.000000			
45234		-2.387871	0.018381	12.989871	-0.251546	-5.244507	1.229579	6.079835	-8.477185	115.180176			0.000000			
45235		-1.711993	0.834668	12.322342	-0.086859	-5.666286	1.225666	5.963895	-11.777601	115.549737			0.000000			
45236		-1.892979	1.490039	11.929250	-0.094240	-6.119985	1.259221	5.821181	-15.341783	115.924063			0.000000			
45237		-2.338577	1.634668	10.929318	-0.202828	-6.751676	1.323748	5.586512	-19.263626	116.318091			0.000000			
45238		-0.197023	1.642660	9.408266	-0.643095	-7.321015	1.129489	5.115349	-23.502406	116.596653			0.000000			
45239		2.332927	1.017066	8.308741	-1.316010	-7.465083	0.901872	4.277900	-27.803612	116.786052			0.000000			
45240		3.617203	0.519879	6.754141	-1.686542	-7.269806	0.736485	3.221084	-31.989435	116.964839			0.000000			
45241		3.757928	0.615088	4.875788	-1.223210	-6.966699	0.654520	2.394120	-35.990380	117.187990			0.000000			
45242		3.296890	1.404262	3.730187	0.442983	-6.471164	0.792051	2.410481	-39.715609	117.573427			0.000000			
45243		3.461651	2.310877	4.528530	1.771310	-6.070779	0.983745	3.068974	-43.212747	118.110615			0.000000			
45244		2.810713	3.323436	6.605635	1.857497	-6.188536	1.313359	3.580463	-46.798059	118.891136			0.000000			
45245		1.992546	2.961351	3.658816	0.685048	-6.761491	1.578195	3.198002	-50.714594	119.920812			0.000000			
45246		2.788144	1.926605	1.786202	-0.396505	-6.851289	1.609752	1.984630	-54.679748	121.158611			0.000000			
45247		5.263972	1.475228	1.738422	-2.150372	-7.031444	1.639383	-0.612154	-58.715074	122.789607			0.000000			
45248		7.554257	1.567055	1.526714	-4.043526	-7.231948	1.555313	-4.888938	-62.812749	125.032005			0.000000			
45249		7.858213	0.715612	-0.169557	-4.908670	-6.770367	1.018770	-9.999295	-66.579131	127.571084			0.000000			
45250		7.880346	-1.385309	-2.373394	-4.587729	-5.485420	0.645431	-15.249356	-69.565873	130.394281			0.000000			
45251		7.556697	-3.007734	-3.638332	-3.021252	-4.321603	0.305950	-19.589195	-71.871655	133.157047			0.000000			
45252		6.126935	-3.317007	-1.396943	0.037717	-4.195041	0.139909	-22.664766	-74.084695	136.394512			0.000000			
45253		7.292697	-1.341344	-1.520951	2.296509	-4.214120	0.152665	-25.379463	-76.251301	140.562813			0.000000			
45254		8.470694	0.041556	-1.228943	3.043608	-3.975476	0.208502	-28.709306	-78.226005	145.763390			0.000000			
45255		9.259892	1.135059	-0.626681	2.624008	-3.428877	0.611873	-34.012288	-79.719557	152.696574			0.000000			
45256		10.145075	1.259675	-1.166786	1.235643	-2.914481	1.033381	-41.998045	-80.670752	161.517512			0.000000			
45257		9.725061	0.331916	-1.302307	-1.069553	-2.537801	1.175459	-52.168616	-81.165098	171.195419			0.000000			
45258		8.422142	-0.292308	-1.816844	-2.983306	-1.923866	0.869705	-61.688495	-81.344842	179.096589			0.000000			
45259		8.672575	-0.990654	-1.402234	-3.466616	-1.466359	0.670568	-69.752206	-81.335542	-174.756544			0.000000			
45260		9.312428	-2.545102	-0.924708	-3.071337	-1.409353	0.585639	-77.210148	-81.237554	-168.992868			0.000000			
45261		9.361511	-4.061094	-1.843818	-1.749772	-1.668340	0.160352	-84.456809	-81.294331	-162.676267			0.000000			
45262		9.755651	-3.448091	-3.948787	0.593234	-1.254366	0.023643	-88.828135	-81.316561	-157.911236			0.000000			
45263		9.977832	-1.927669	-1.845033	2.308512	-0.763354	0.136870	-90.362405	-81.235827	-155.021585			0.000000			
45264		9.992217	-0.440693	0.342007	2.471216	-0.463245	0.154923	-90.663331	-81.138214	-153.285150			0.000000			
45265		10.485105	0.275360	1.352070	1.555008	-0.602895	0.220083	-91.954844	-80.998953	-151.076653			0.000000			
45266		10.729441	-0.139632	0.959023	-0.281486	-0.833027	0.498894	-94.971099	-80.678165	-148.185723			0.000000			
45267		10.292148	-1.168608	-0.251371	-1.977453	-0.649909	0.460754	-98.138675	-80.368449	-146.123736			0.000000			
45268		10.738299	-2.265892	-0.479775	-2.706665	-0.178621	0.222264	-100.165210	-80.219839	-145.642006			0.000000			
45269		9.951012	-3.883353	0.403470	-2.069292	-0.158358	0.012547	-101.855198	-80.190546	-145.130906			0.000000			
45270		9.665304	-4.643196	-1.237146	-0.182377	-0.665087	-0.205868	-104.264425	-80.212721	-142.792974			0.000000			
45271		10.120016	-3.058002	-2.045344	1.469701	-0.268874	-0.307738	-104.543001	-80.339756	-141.656746			0.000000			
45272		10.114684	-1.553921	0.262693	2.152282	-0.071332	-0.314806	-103.806267	-80.498004	-141.154198			0.000000			
45273		9.758294	-0.679320	0.810930	1.676198	-0.349481	-0.344141	-104.297769	-80.635103	-139.683185			0.000000			
45274		9.399456	-0.224079	0.041403	0.818764	-0.537200	-0.288178	-105.898969	-80.707738	-137.586033			0.000000			
45275		9.632437	-0.046000	-0.514026	0.111147	-0.462155	-0.096964	-107.473040	-80.679693	-135.927218			0.000000			
45276		10.140445	-0.641377	-0.549348	-0.728054	-0.380524	0.106732	-109.024061	-80.546744	-134.778861			0.000000			
45277		9.773162	-1.493863	-1.006081	-1.553025	-0.207691	0.030928	-110.539735	-80.484872	-134.145120			0.000000			
45278		9.434859	-2.024183	-1.407173	-1.557534	0.010586	-0.100648	-111.517346	-80.534319	-134.059636			0.000000			
45279		9.338970	-2.507242	-0.821320	-0.749687	-0.039485	-0.128114	-112.228504	-80.589014	-133.774958			0.000000			
45280		9.027051	-2.425615	-1.017646	0.231364	-0.262652	-0.222459	-113.227826	-80.641910	-132.628627			0.000000			
45281		9.748693	-1.477241	-1.090252	1.048962	-0.336480	-0.278969	-114.082318	-80.705776	-131.154450			0.000000			
45282		10.082933	-0.718817	-0.517168	1.209593	-0.267605	-0.227249	-114.566766	-80.754776	-129.962282			0.000000			
45283		9.701505	-0.215394	-0.595232	0.846827	-0.204630	-0.138270	-114.929861	-80.772548	-129.103684			0.000000			
45284		9.902391	-0.054927	-0.337471	0.071348	-0.198225	-0.024366	-115.548642	-80.730278	-128.436241			0.000000			
45285		10.033829	-0.428889	-0.514017	-0.858601	-0.215764	0.063165	-116.610013	-80.638648	-127.860047			0.000000			
45286		10.079260	-1.074908	-0.964411	-1.468054	-0.134587	0.067216	-117.750292	-80.562747	-127.557736			0.000000			
45287		9.712771	-1.762890	-1.043923	-1.503898	0.045819	0.034045	-118.406335	-80.553310	-127.767037			0.000000			
45288		9.632874	-2.371399	-0.823905	-0.967973	-0.111946	-0.059139	-119.386593	-80.545614	-127.336437			0.000000			
45289		10.163754	-2.573813	-1.410616	-0.208465	-0.345026	-0.210280	-120.883470	-80.545898	-125.940891			0.000000			
45290		10.352397	-2.061651	-2.061514	0.675772	-0.216375	-0.219743	-121.515230	-80.583084	-124.908873			0.000000			
45291		10.022788	-1.266821	-1.344081	1.163557	0.020763	-0.174943	-121.089774	-80.670015	-124.665270			0.000000			
45292		9.648416	-0.590075	-0.556470	1.025673	0.032021	-0.143833	-120.652694	-80.743864	-124.513586			0.000000			
45293		9.950619	-0.364979	-0.339407	0.407739	-0.179039	-0.081559	-121.093823	-80.726490	-123.830803			0.000000			
45294		10.005807	-0.545589	-1.032223	-0.356700	-0.194507	-0.024323	-121.910923	-80.673861	-123.210823			0.000000			
45295		10.157008	-0.968105	-1.351349	-0.744694	-0.001068	0.024759	-122.282835	-80.656910	-123.267215			0.000000			
45296		10.241217	-1.376434	-1.027648	-0.807029	0.138230	0.036842	-122.256764	-80.675099	-123.763140			0.000000			
45297		9.976653	-1.852543	-0.935904	-0.672677	0.097958	-0.019178	-122.376780	-80.709792	-124.032976			0.000000			
45298		9.753019	-2.042193	-1.323952	-0.215717	0.047699	-0.109979	-122.553708	-80.771387	-123.979847			0.000000			
45299		9.733625	-1.767036	-1.148072	0.406884	0.067859	-0.128658	-122.350052	-80.849707	-123.950886			0.000000			
45300		9.735150	-1.259115	-0.713992	0.701715	0.043412	-0.125045	-122.041976	-80.917338	-123.856614			0.000000			
45301		9.816291	-0.819254	-0.509450	0.615521	-0.025298	-0.101107	-121.946650	-80.953966	-123.596914			0.000000			
45302		9.811580	-0.588622	-0.688071	0.335697	-0.035469	-0.010483	-121.869876	-80.942062	-123.480795			0.000000			
45303		10.176207	-0.666498	-0.718027	-0.044952	-0.034059	0.070113	-121.854898	-80.892953	-123.522945			0.000000			
45304		10.024741	-1.053986	-1.044655	-0.424998	0.069821	0.091768	-121.701708	-80.863057	-123.925628			0.000000			
45305		9.834903	-1.409496	-1.028224	-0.530885	0.203675	0.074073	-121.237273	-80.883165	-124.704994			0.000000			
45306		9.253151	-1.518925	-0.648898	-0.349221	0.245101	0.040803	-120.597726	-80.928967	-125.556223			0.000000			
45307		9.156273	-1.563766	-0.283304	0.004015	0.014582	0.004663	-120.530962	-80.926225	-125.622398			0.000000			
45308		9.543187	-1.568644	-0.741954	0.261805	-0.159216	-0.050651	-120.952083	-80.898232	-125.044919			0.000000			
45309		9.763822	-1.344557	-1.067268	0.420047	-0.090721	-0.093113	-121.149900	-80.912417	-124.601742			0.000000			
45310		9.748707	-0.959781	-0.843756	0.464734	0.049083	-0.079094	-120.866869	-80.959451	-124.619617			0.000000			
45311		9.734352	-0.754353	-0.510597	0.323612	0.023865	0.002559	-120.591769	-80.960464	-124.711327			0.000000			
45312		9.661567	-0.854786	-0.654995	-0.001338	0.007025	0.048490	-120.470507	-80.932266	-124.835800			0.000000			
45313		9.666693	-1.124050	-0.852961	-0.299582	0.088634	0.079909	-120.212332	-80.913797	-125.271970			0.000000			
45314		9.416981	-1.429611	-0.738719	-0.396654	0.185939	0.081613	-119.704921	-80.920154	-126.016881			0.000000			
45315		9.446765	-1.751291	-0.401339	-0.347814	0.111638	0.022258	-119.506070	-80.936029	-126.420950			0.000000			
45316		9.199282	-1.948733	-0.631740	-0.171528	0.037324	-0.045626	-119.557422	-80.962969	-126.469374			0.000000			
45317		9.676073	-1.716702	-0.770356	0.262582	-0.031548	-0.085703	-119.647552	-80.992001	-126.226665			0.000000			
45318		9.942757	-1.381650	-0.703108	0.507146	-0.041442	-0.111343	-119.675799	-81.029344	-125.904786			0.000000			
45319		9.800471	-1.124729	-0.840002	0.443737	0.014278	-0.103652	-119.551441	-81.080237	-125.774186			0.000000			
45320		9.945320	-0.859377	-0.639232	0.235265	0.103006	-0.069378	-119.201425	-81.137476	-125.992929			0.000000			
45321		9.773333	-0.942311	-0.489873	-0.078281	0.133817	0.003225	-118.798786	-81.168297	-126.446693			0.000000			
45322		9.630316	-1.131240	-0.521974	-0.301000	0.144237	0.006959	-118.480624	-81.198033	-126.944087			0.000000			
45323		9.518050	-1.356981	-0.418155	-0.278935	0.134115	0.013127	-118.169110	-81.223188	-127.421899			0.000000			
45324		9.599926	-1.572813	-0.396173	-0.165189	0.012488	-0.027440	-118.260624	-81.234037	-127.425974			0.000000			
45325		10.076997	-1.627041	-0.848878	0.022902	-0.048844	-0.109269	-118.589697	-81.271081	-127.080625			0.000000			
45326		10.070946	-1.464992	-1.061704	0.292444	0.060823	-0.121918	-118.429157	-81.342719	-127.074431			0.000000			
45327		9.889840	-1.119720	-0.614460	0.368940	0.164675	-0.132193	-117.892978	-81.449249	-127.403796			0.000000			
45328		9.753526	-0.917749	-0.327690	0.242395	0.110322	-0.110624	-117.566865	-81.528362	-127.594016			0.000000			
45329		10.006944	-0.812857	-0.615327	0.064419	0.048758	-0.083443	-117.500762	-81.578951	-127.624404			0.000000			
45330		9.748608	-0.887843	-0.740386	0.002440	0.157452	0.008233	-116.931662	-81.609598	-128.199175			0.000000			
45331		9.631779	-0.951521	-0.285607	-0.086498	0.172677	0.047122	-116.288418	-81.625110	-128.900332			0.000000			
45332		9.946267	-1.214840	-0.352038	-0.260995	0.055386	0.005808	-116.225085	-81.629721	-129.116402			0.000000			
45333		9.767810	-1.474884	-0.927056	-0.226031	0.115481	0.000112	-115.939344	-81.654139	-129.536971			0.000000			
45334		9.964008	-1.446689	-0.595576	0.076426	0.187968	-0.036847	-115.284527	-81.713272	-130.155397			0.000000			
45335		9.804086	-1.263083	-0.315194	0.239661	0.140991	-0.055948	-114.726113	-81.771766	-130.581769			0.000000			
45336		9.673177	-1.104542	-0.413014	0.194013	0.104014	-0.061816	-114.332485	-81.822242	-130.868059			0.000000			
45337		10.027215	-1.027547	-0.354638	0.076243	0.092032	-0.082463	-114.078256	-81.882263	-131.081610			0.000000			
45338		9.984286	-1.177951	-0.632299	-0.019307	0.123632	-0.069459	-113.739135	-81.940853	-131.436214			0.000000			
45339		9.851698	-1.297033	-0.535310	-0.007029	0.200807	-0.070126	-113.097556	-82.018778	-132.089052			0.000000			
45340		9.565787	-1.216414	-0.317287	0.096056	0.194721	-0.060328	-112.393982	-82.087268	-132.744781			0.000000			
45341		9.828310	-0.991069	-0.229637	0.200039	0.100428	-0.046518	-111.958322	-82.128962	-133.069747			0.000000			
45342		9.877392	-0.934813	-0.437117	0.184264	0.087376	-0.011733	-111.527542	-82.147207	-133.398940			0.000000			
45343		10.081697	-0.945361	-0.484596	0.044527	0.158912	-0.001534	-110.878961	-82.176301	-134.028729			0.000000			
45344		9.872918	-1.088128	-0.476236	-0.088654	0.235560	0.010558	-109.986365	-82.211185	-134.981847			0.000000			
45345		9.910980	-1.168246	-0.353694	-0.080111	0.225014	0.004602	-109.127835	-82.247213	-135.895497			0.000000			
45346		9.855469	-1.311918	-0.519019	-0.002366	0.236775	0.001162	-108.177257	-82.283382	-136.857074			0.000000			
45347		9.754735	-1.306500	-0.462583	0.067494	0.302877	-0.006230	-106.914747	-82.334416	-138.092851			0.000000			
45348		9.304425	-1.034071	-0.182528	0.211090	0.332333	0.006268	-105.421764	-82.377380	-139.478091			0.000000			
45349		9.636953	-0.872092	0.205158	0.222824	0.162676	0.005909	-104.609054	-82.393536	-140.170047			0.000000			
45350		9.977267	-1.109730	-0.329968	-0.048646	0.079371	-0.021367	-104.329292	-82.410132	-140.481309			0.000000			
45351		10.169115	-1.341661	-0.858805	-0.138396	0.255264	-0.026819	-103.362574	-82.455385	-141.537323			0.000000			
45352		9.985874	-1.353516	-0.547642	0.074681	0.433833	-0.020961	-101.500610	-82.514008	-143.373159			0.000000			
45353		10.104652	-1.395838	-0.282959	0.193914	0.350574	-0.041552	-99.913469	-82.569979	-144.862594			0.000000			
45354		10.743623	-1.509284	-1.096667	0.169289	0.351379	-0.076772	-98.343041	-82.638746	-146.349288			0.000000			
45355		11.471825	-1.765534	-1.886750	0.239249	0.621052	-0.087043	-95.502901	-82.726358	-149.075338			0.000000			
45356		12.237119	-2.097649	-2.556947	0.302323	1.116460	-0.140272	-90.327665	-82.832738	-154.118185			0.000000			
45357		12.784752	-2.413462	-3.053774	0.362155	1.788074	-0.219742	-81.899507	-82.884253	-162.403693			0.000000			
45358		12.663869	-2.390288	-3.361782	0.638327	2.668029	-0.257042	-69.581934	-82.643247	-174.451641			0.000000			
45359		13.034528	-2.344325	-3.246708	1.063062	3.407158	-0.253820	-55.732325	-81.866935	172.186608			0.000000			
45360		13.489030	-2.296716	-3.662220	1.316337	4.189199	-0.375357	-42.425120	-80.444673	159.483964			0.000000			
45361		13.790281	-2.195259	-4.633308	1.607385	5.298646	-0.482420	-30.763653	-78.161139	148.556249			0.000000			
45362		15.097202	-2.539690	-5.269538	1.672231	6.633320	-0.589535	-21.563970	-74.888628	140.085105			0.000000			
45363		15.476254	-3.029325	-6.492437	1.393386	8.613516	-0.871218	-14.398026	-70.344225	133.418410			0.000000			
45364		12.439930	-2.801054	-7.440397	1.759659	11.161349	-1.372643	-8.522285	-64.227095	128.149861			0.000000			
45365		6.046637	-1.579507	-6.290465	2.834453	13.089048	-1.722470	-3.746804	-56.880036	124.540440			0.000000			
45366		1.823068	-0.459684	-4.362217	4.079657	13.868338	-2.208173	0.554927	-48.972636	122.088217			0.000000			
45367		-0.607949	0.293591	-3.231937	4.845496	13.768731	-2.857497	4.610381	-41.027641	120.289157			0.000000			
45368		-2.806989	1.061984	-3.665121	5.015713	12.814556	-3.679908	8.442812	-33.495803	118.714851			0.000000			
45369		-7.847922	3.125777	1.915901	4.181111	11.742804	-4.205056	11.534171	-26.462555	117.331014			0.000000			
45370		-12.254127	6.401903	8.482174	-1.848767	7.907259	-3.867709	11.044358	-21.588393	115.929810			0.000000			
45371		-1.816671	2.065157	7.261450	-3.086870	7.332779	-2.652729	9.535931	-17.190884	115.146501			0.000000			
45372		0.601265	2.157504	11.791855	-3.459170	6.672546	-2.360987	7.757854	-13.210440	114.362843			0.000000			
45373		0.536131	-0.093787	5.296922	-1.663884	7.766644	-2.119985	6.926804	-8.648181	113.721528			0.000000			
45374		-4.183153	-0.792131	5.071327	1.153665	7.853795	-1.630699	7.626357	-4.068483	113.368826			0.000000			
45375		-5.725238	0.138081	9.683642	3.711316	7.708928	-1.712727	9.764125	0.439869	113.072839			0.000000			
45376		-5.729608	4.047201	13.844641	3.502805	6.726234	-1.860878	11.757335	4.422168	112.750785			0.000000			
45377		-5.616040	5.736591	10.794910	0.779006	5.643031	-1.817005	12.168041	7.796187	112.406968			0.000000			
45378		-5.605966	4.485331	11.720627	-1.811740	4.820275	-1.650407	11.069629	10.689077	112.038242			0.000000			
45379		-5.360993	1.450851	11.933781	-2.797130	3.996734	-1.334597	9.396916	13.074844	111.691921			0.000000			
45380		-4.775347	-0.450180	9.844399	-1.664180	3.726588	-0.961686	8.389838	15.267054	111.477263			0.000000			
45381		-5.842126	-0.510363	9.404754	0.584330	3.685636	-0.608736	8.718759	17.404455	111.452317			0.000000			
45382		-6.451235	1.600274	11.608832	2.238919	3.369016	-0.400710	10.032037	19.343825	111.551420			0.000000			
45383		-7.091887	4.408637	12.600215	1.709912	2.619799	-0.263173	11.061344	20.844866	111.693297			0.000000			
45384		-6.865806	5.164801	11.614589	0.044277	1.894291	-0.102820	11.147399	21.918548	111.862196			0.000000			
45385		-6.505379	3.431147	11.481740	-1.060375	1.398416	-0.014752	10.602689	22.705232	112.024208			0.000000			
45386		-6.666675	1.826273	11.184496	-0.851266	1.041717	0.070973	10.179287	23.282349	112.191209			0.000000			
45387		-6.805543	1.363968	11.339945	-0.162172	0.699475	0.170777	10.163448	23.658256	112.381128			0.000000			
45388		-6.895274	1.957430	11.630784	0.024535	0.272627	0.285566	10.262207	23.780375	112.593915			0.000000			
45389		-6.528883	1.884484	11.443791	-0.223375	-0.192541	0.380444	10.224245	23.632157	112.814473			0.000000			
45390		-6.431645	1.322115	11.079076	-0.227116	-0.558254	0.413977	10.172571	23.272760	113.013846			0.000000			
45391		-5.485540	1.407701	10.683304	-0.187483	-0.819579	0.404803	10.131219	22.769094	113.179549			0.000000			
45392		-5.060870	1.219418	10.143667	-0.270772	-0.910539	0.364027	10.024937	22.216360	113.309601			0.000000			
45393		-4.378163	1.036587	9.618319	-0.296756	-0.867585	0.306560	9.893916	21.696037	113.410840			0.000000			
45394		-4.052066	0.850908	9.320936	-0.238706	-0.732937	0.209990	9.777075	21.259156	113.467711			0.000000			
45395		-3.901967	0.759796	9.102326	-0.118573	-0.625246	0.135890	9.718936	20.892669	113.492196			0.000000			
45396		-3.973968	1.130888	9.236153	0.090925	-0.595054	0.143721	9.781306	20.540158	113.523767			0.000000			
45397		-4.133137	1.487397	9.442878	0.115810	-0.742572	0.191383	9.864107	20.102067	113.568695			0.000000			
45398		-3.819685	1.561639	9.271976	0.010544	-0.954278	0.234696	9.885407	19.537782	113.616335			0.000000			
45399		-3.510280	1.588304	8.990585	0.037284	-1.082549	0.289802	9.929717	18.898148	113.683540			0.000000			
45400		-3.173383	1.622391	8.876135	0.051293	-1.165469	0.327772	9.983589	18.205398	113.763300			0.000000			
45401		-2.690542	1.535566	8.537686	-0.003901	-1.169402	0.330216	10.006879	17.512679	113.843779			0.000000			
45402		-2.208676	1.511391	8.211964	0.005408	-1.030209	0.294033	10.030547	16.899527	113.916337			0.000000			
45403		-1.990161	1.554339	8.050586	0.072725	-0.817909	0.231639	10.089635	16.414800	113.974112			0.000000			
45404		-2.103395	1.810649	8.228389	0.134958	-0.637596	0.184086	10.179347	16.034035	114.021648			0.000000			
45405		-2.143711	1.839069	8.450830	0.050678	-0.550951	0.131543	10.216350	15.709749	114.047444			0.000000			
45406		-2.143171	1.682075	8.525519	-0.008362	-0.492168	0.100509	10.214218	15.419415	114.060685			0.000000			
45407		-2.314613	1.819779	8.800586	0.055214	-0.470629	0.138355	10.256818	15.139616	114.098643			0.000000			
45408		-2.442798	1.757250	8.998902	-0.013944	-0.531076	0.173589	10.261250	14.819879	114.150160			0.000000			
45409		-2.251772	1.489744	8.935952	-0.037983	-0.567499	0.205901	10.257400	14.478518	114.217021			0.000000			
45410		-2.017526	1.386350	8.805419	0.058201	-0.513117	0.229869	10.311090	14.163127	114.302880			0.000000			
45411		-2.008219	1.505220	8.784820	0.142623	-0.399602	0.210155	10.414703	13.915773	114.389195			0.000000			
45412		-1.997889	1.707754	8.855559	0.157235	-0.272108	0.165302	10.521348	13.742627	114.462200			0.000000			
45413		-2.015907	1.834338	9.001171	0.130402	-0.133193	0.107224	10.609894	13.655769	114.516604			0.000000			
45414		-2.236655	1.920423	9.189472	0.111981	-0.048339	0.079029	10.684187	13.617539	114.563378			0.000000			
45415		-2.577667	1.923359	9.550368	0.070493	-0.064202	0.075085	10.735689	13.572760	114.606478			0.000000			
45416		-2.665826	1.786171	9.637789	0.031205	-0.158803	0.084115	10.761439	13.471725	114.643964			0.000000			
45417		-2.602495	1.787445	9.736672	0.069228	-0.244517	0.113529	10.812595	13.321332	114.689319			0.000000			
45418		-2.749872	1.909954	9.887889	0.073722	-0.356609	0.151500	10.866358	13.101666	114.743650			0.000000			
45419		-2.572237	1.850696	9.834098	-0.036012	-0.480330	0.172922	10.858626	12.812177	114.796860			0.000000			
45420		-2.284975	1.813970	9.615897	-0.019674	-0.516298	0.169714	10.856752	12.500671	114.843838			0.000000			
45421		-2.166158	1.920457	9.603525	-0.021119	-0.495805	0.150365	10.853821	12.204943	114.882230			0.000000			
45422		-2.025092	1.908001	9.487189	-0.091532	-0.449919	0.112140	10.804917	11.937013	114.903435			0.000000			
45423		-1.847870	1.769325	9.383142	-0.077926	-0.341485	0.061731	10.762185	11.737670	114.908052			0.000000			
45424		-1.863108	1.730072	9.394204	-0.040865	-0.213895	0.023386	10.737127	11.612112	114.904348			0.000000			
45425		-1.982721	1.779051	9.435477	-0.007036	-0.141057	0.004383	10.732770	11.531670	114.898004			0.000000			
45426		-2.088870	1.864548	9.495025	0.033651	-0.122735	0.011189	10.751006	11.458730	114.897248			0.000000			
